,level_0,index,Index,item_id,seller_id,listing_title,listing_description,listing_price,category_sk,category_l1_name_en,category_l2_name_en,category_l3_name_en,Final_Area,Key
439,253,20411,20413,20412,4104,Tommy tippy bottle warmer,Tommy tippy bottle warmer still brand new,300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
440,263,21275,21277,21276,4104,Cot and Camper like new,Chelino  6 in 1 cot like brand new all the parts R1000 Travlin Camper 4 in 1 mint condition + matress R900,1000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
441,267,21422,21424,21423,16505,Baby stuff,"Ek het die volgende tekoop.. Bambo stoeltjie- R200..
Chelino kar stoeltjie-R400..
Loop ring- R350..
Kan my kontak op 0620311545..",950.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Matlosana Local Municipality,Toddler's Clothing & Accessories :  Matlosana Local Municipality
442,343,27392,27394,27393,4104,Brandnew nappybag,Brandnew nappy bag with changing mat,200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
443,345,27834,27836,27835,20587,Wit plastiek badstoeltjie.,Wit plastiek badstoeltjie vir baba,60.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
444,351,28407,28409,28408,15472,Splinter nuwe karstoel,Pienk minni muis karstoel splinternuut,500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
445,352,28562,28564,28563,21019,Kinderstoeltjies te koop,Gestoffeerde kinderstoeltjies. Netjies afgewerk.,499.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
446,387,30707,30709,30708,22292,Angel camping cot,"Greyish camping cot for sale. Barely used. Comes with angel net, and accesories bag. Buyer must collect, dont have transport. Do have matress and 2 pillows too. Available on Whats app 071 589 5350",700.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
447,391,30945,30947,30946,14551,celino kar stoel,Need cash can whatsapp me for more,650.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
448,397,31458,31460,31459,4104,Carseat carier,Catseat carier in good condition,250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
449,401,31656,31658,31657,15472,Graco baby swing,Baby boy graco swing in fair condition,650.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
450,422,33065,33067,33066,4104,tommy tippy anti colic bottles,Anti colic tommy tippy bottles X2 for R150,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
451,448,34717,34719,34718,21019,Baba waentjie met karsitplek,PEG PEREGO PLIKO P3  Puik kondisie  en Prys,2500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
452,464,35620,35622,35621,4104,Fisherprice baby swing,"Fisherprice baby swing like brandnew! Batterys included! Take big batterys, last a long time, got speed settings music and playstation! Very nice to have, keep busy and fall asleep easily",800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
453,472,36023,36025,36024,4104,Breastfeeding pillow,Breastfeeding pillow like new with removable cover,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
454,119,9483,9483,9483,8080,3 in 1 Mima complete edition stroller with starter pack,"I Am selling the Mima Xari baby stroller is a unique, elegant and compact stroller that offers a comfortable and accommodating ride for both parent and baby.its brand new in their boxes it has never been opened with complete accessories and starter pack wi",7809.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
455,126,10216,10216,10216,8641,Compactum,"Baby 3in 1
Bath
Changing Mat
Shelfs",500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
456,210,16987,16989,16988,13503,Cot and compactum for sale!,"Beautiful Treehouse cot and compactum for sale. White, excellent condition. Can be bought individually...",5000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
457,395,31163,31165,31164,22543,Baby feeding chair for sale,Baby feeding chair for sale,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
458,131,10872,10872,10872,9136,Mini mouse chair,0-6 year old mini mouse chair,600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
459,215,17344,17346,17345,13750,Baba goed te koop,"Baba goed te koop. ASB bel of SMS my op die nommer 0723398239. Ek het klop verslillende goed, pram x2, karstoeltjie, camping kotte x3, groot bad, monitor, loopring, klere en nog klomp goedjies. Ek soek R2000 vir alles of ek sal aparte pryse gee as jy iets ",500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
460,217,17430,17432,17431,13809,Baba monitor te koop,Werk 100%. Monitor te loop vir R 300,300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
461,269,21427,21429,21428,16509,NUK Medium teets,Nuk Medium teets,120.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
462,316,25145,25147,25146,18845,Pram stokke ezi car seat,Stokke pram with ezi car seat and cary cot for sale,7000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
463,451,34953,34955,34954,24698,Graco booster seat,Graco sport booster seat,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
464,134,11246,11248,11247,9404,Chicco Isofix car seat,Chicco Isofix car seat ajustable  headrest and seat reclines from  6 months to  5 years or 18 kg not negotiable no emails,1000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
465,161,13712,13714,13713,11209,Wooden cot bed,Well looked after cot bed in very good condition,600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
466,449,34889,34891,34890,11209,Wooden cot bed,Well looked after wooden cot still in good condition a,500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
467,163,13787,13789,13788,11265,Baby Camping Cot,"Baby Camping Cot, never been used (Mother bought New Cot for us) Brown with Lime and Mosquito Net, has Bassinet and Changing Area (with safety latch).",2500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
468,315,25034,25036,25035,18768,Winnie the pooh walking ring,Good condition makes music,450.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
469,172,14448,14450,14449,3408,Breast Pump,"Pigeon Breastpump Pro 
In excellent condition 
Hardly used 
Works with electricity and batteries 
Operates very quietly 
Costs R2000 new 
R800 negiotable.",800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
470,197,15929,15931,15930,7397,Boys Clothing,"PRICED AS A BUNDLE 
Size 5-6 / 6-7
Collection Summer Greens Milnerton 
Contact Ingrid on 0829283601",400.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
471,400,31587,31589,31588,21348,Carrie cot,Two shades of blue baby carrier still in a very good condition eas hardly used im selling it coz its just standing around,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
472,203,16272,16274,16273,13003,Baby bath station,Like new baby station for sale only used few times,450.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
473,204,16371,16373,16372,13073,Baby combo,"Only R100 for everything.
Contact 0827765862.",100.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
474,235,18759,18761,18760,13073,Cars themed booster seat,"Good condition.
15-36kg
Contact 0827765862.",700.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
475,296,23524,23526,23525,13073,Rocking chair for sale,"Very good condition.
Convenient for feeding time.
Contact 0827765862.",1000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
476,302,24102,24104,24103,2432,baby goods,Bambino feeding chair,250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
477,314,25021,25023,25022,13073,Brand new Madela Swing Breast Pump,"Brand new!
Has never been used.
Contact 0827765862.",1500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
478,383,30551,30553,30552,15799,Dogtertjie baba klere,Groot sak vol dogtertjie baba klere. Als 0 tot 3 en 3 tot 6 maande. Whatsapp my vir meer fotos. Kan los ook koop 0745847154,400.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
479,475,36303,36305,36304,25501,bimbo & bath combo,i have a blue chelino bath tub for a baby and a bimbo i used the bimbo 2 or 3 times so the 2 items is in very good condition please whatsapp me on 0716335350,250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
480,205,16590,16592,16591,13231,Factory nappies,"Good day I have factory nappies for sale. 
Very good quality and absorbent. I have used these for my own baby girl for the past few months. 

Price is R200 for a 100 nappies.",200.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
481,415,32437,32439,32438,23275,Karstoeltjie,Whatsapp 0739797043,300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
482,208,16881,16883,16882,13432,Kiddies bed,"Very cute kiddies bed with matress, matress protector, duvet, duvet cover andbpillow cover. Very good condition. Best for kids 2 to 5 years old.",750.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
483,213,17201,17203,17202,13653,Cot and car seat,Both in good condition,1500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
484,220,17551,17553,17552,13886,2x Nania Driver Car Seats,"I am selling 2x Nania Driver Car Seats.
Still in very good condition!!
R500 each",1000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
485,221,17553,17555,17554,13887,Pink Chelino 6 in 1 cot,"Pink Chelino cot in very good condition

Mosquito net
Carry cot and toy bar
Change mattress
Two level base
Drop side for side access
Rocking features
Wheels with brakes
Removable fabric",1195.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
486,247,19689,19691,19690,15326,Black stroller,Bambino stroller.used once.excellent condition,800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
487,249,19898,19900,19899,15472,Graco baby swing,Graco baby swing,500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
488,342,27255,27257,27256,20216,Todler automatic car,Brand new as its only been used once.,2000.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
489,480,36617,36619,36618,25672,Baba hempies,Maak n aanbod. Het net die 6 oor.,1.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
490,261,21042,21044,21043,16244,Jumping Castles Water Slide Kiddies Tables Chairs FOR HIRE,"Special Jumping Castles,Water Slides,Kiddies Table & Chairs For Hire in King Wliim's Town/Bhisho/Ilitha/Zwellisha and Surounding Arears.please Book Early.Call/WatsApp Deon Alexander: 084 5699 352)(082 5699 351.",500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
491,294,22981,22983,22982,17500,Baby Equipmen,Dit is n musiek apperaat wat by die baba se kot kan op gesit word en in die aand terwyl hy/sy slaap speel dit n dientjie terwyl die baba slaap maak hom rusrig deur die aand werk met battery en is nog in n goeie kondiesie,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
492,323,25552,25554,25553,17500,Baby Equipmen,Dit is n stoeltjie wat jy in die kar kan sit en rond wieg by die huis tot in met die baba tot ruste kom is nog mooi gehalte,450.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
493,373,30106,30108,30107,21946,For sale,Red Manchester stroller,350.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
494,418,32750,32752,32751,23451,baby/toddler feeding chair,"White, colourful polka dots. Tray, with cup section. Footrest. Has stoppers on legs to avoid slipping on floor. Straps and clips to keep seat, baby/toddler and feeding tray in place. Easily dismantles and to set up. Folds also, for easy storage. Please con",265.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
495,443,34539,34541,34540,24466,baby products,3 in 1 Wooden baby toddler cot with the drawer(mattress and cot mobile included),2100.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
496,454,35137,35139,35138,24804,Walking ring,Still in great condition,700.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
497,461,35506,35508,35507,25029,Pram and car chair,Travel system pram and car chair,2000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
498,465,35622,35624,35623,25097,Rocker -Harley Bike - New,"Handcrafted  from Ply and Hardwood, the wheels & front forks turn,plus she rocks! Suitable for ages 1 - 5 years. Personalized name engraving included.",2600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
499,496,37578,37580,37579,26197,Baby pram,Whatsapp 076 428 1079,600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
